,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Categorical Quality
2421,8.1,0.4,0.32,7.9,0.031,23.0,118.0,0.9917600000000001,3.05,0.46,13.3,7,Medium
2422,6.8,0.26,0.43,11.75,0.045,53.0,198.0,0.9969,3.26,0.55,9.5,5,Medium
2423,6.2,0.44,0.18,7.7,0.096,28.0,210.0,0.99771,3.56,0.72,9.2,5,Medium
2424,7.2,0.24,0.29,3.0,0.036000000000000004,17.0,117.0,0.99411,3.36,0.68,10.1,6,Medium
2427,7.3,0.22,0.26,1.5,0.04,32.0,172.0,0.9919399999999999,3.27,0.48,11.2,6,Medium
2428,8.1,0.34,0.28,7.5,0.04,70.0,230.0,0.9955799999999999,3.14,0.55,9.8,6,Medium
2431,6.4,0.28,0.17,8.3,0.042,61.0,195.0,0.99577,3.22,0.46,9.4,5,Medium
2432,6.3,0.29,0.14,7.05,0.045,50.0,177.0,0.99564,3.23,0.42,9.0,5,Medium
2433,6.4,0.27,0.17,8.4,0.044000000000000004,60.0,198.0,0.9957799999999999,3.21,0.47,9.4,5,Medium
2434,7.4,0.35,0.2,13.9,0.054000000000000006,63.0,229.0,0.9988799999999999,3.11,0.5,8.9,6,Medium
2435,8.3,0.28,0.27,17.5,0.045,48.0,253.0,1.00014,3.02,0.56,9.1,6,Medium
2436,6.4,0.35,0.35,5.6,0.034,9.0,148.0,0.99441,3.17,0.5,9.8,4,Low
2437,6.9,0.43,0.28,9.4,0.055999999999999994,29.0,183.0,0.9959399999999999,3.17,0.43,9.4,5,Medium
2438,8.0,0.26,0.28,4.8,0.05,34.0,150.0,0.9943700000000001,3.13,0.5,10.0,6,Medium
2440,7.3,0.27,0.37,9.7,0.042,36.0,130.0,0.9979,3.48,0.75,9.9,6,Medium
2441,6.8,0.46,0.26,6.3,0.147,49.0,159.0,0.99434,3.14,0.47,10.0,5,Medium
2442,7.2,0.2,0.28,1.6,0.027999999999999997,13.0,168.0,0.99203,3.17,1.06,11.5,6,Medium
2443,7.6,0.285,0.32,14.6,0.063,32.0,201.0,0.998,3.0,0.45,9.2,5,Medium
2444,6.6,0.32,0.33,2.5,0.052000000000000005,40.0,219.5,0.99316,3.15,0.6,10.0,5,Medium
2446,6.6,0.34,0.34,2.6,0.051,40.5,210.0,0.9931399999999999,3.15,0.61,10.0,5,Medium
2447,6.6,0.32,0.33,2.5,0.052000000000000005,40.0,210.0,0.99316,3.15,0.6,10.0,5,Medium
2448,6.5,0.27,0.26,8.2,0.042,21.0,133.0,0.9961200000000001,3.43,0.64,9.8,6,Medium
2449,6.6,0.26,0.27,1.5,0.04,19.0,114.0,0.99295,3.36,0.62,10.5,6,Medium
2450,6.7,0.27,0.26,2.3,0.043,61.0,181.0,0.9939399999999999,3.45,0.63,10.6,6,Medium
2451,6.6,0.56,0.15,10.0,0.037000000000000005,38.0,157.0,0.9964200000000001,3.28,0.52,9.4,5,Medium
2453,7.3,0.19,0.27,1.6,0.027000000000000003,35.0,136.0,0.9924799999999999,3.38,0.54,11.0,7,Medium
2454,6.3,0.2,0.26,1.6,0.027000000000000003,36.0,141.0,0.9926799999999999,3.53,0.56,10.8,6,Medium
2455,7.1,0.29,0.3,16.0,0.036000000000000004,58.0,201.0,0.99954,3.3,0.67,9.0,5,Medium
2456,7.8,0.32,0.33,10.4,0.031,47.0,194.0,0.99692,3.07,0.58,9.6,6,Medium
2457,8.1,0.33,0.36,7.4,0.037000000000000005,36.0,156.0,0.99592,3.19,0.54,10.6,6,Medium
2460,6.6,0.33,0.24,16.05,0.045,31.0,147.0,0.9982200000000001,3.08,0.52,9.2,5,Medium
2462,8.2,0.26,0.33,2.6,0.053,11.0,71.0,0.9940200000000001,2.89,0.49,9.5,5,Medium
2463,8.3,0.25,0.33,2.5,0.053,12.0,72.0,0.9940399999999999,2.89,0.48,9.5,5,Medium
2464,7.0,0.26,0.26,10.8,0.039,37.0,184.0,0.99787,3.47,0.58,10.3,7,Medium
2465,6.0,0.26,0.15,1.2,0.053,35.0,124.0,0.9934700000000001,3.08,0.46,8.8,5,Medium
2466,7.5,0.28,0.78,12.1,0.040999999999999995,53.0,161.0,0.9983799999999999,2.98,0.44,8.7,5,Medium
2467,7.5,0.27,0.79,11.95,0.04,51.0,159.0,0.99839,2.98,0.44,8.7,5,Medium
2468,7.0,0.28,0.32,1.7,0.038,27.0,128.0,0.99375,3.2,0.62,10.2,6,Medium
2469,5.2,0.16,0.34,0.8,0.028999999999999998,26.0,77.0,0.99155,3.25,0.51,10.1,6,Medium
2470,6.8,0.34,0.1,1.4,0.049,29.0,118.0,0.9936,3.21,0.41,9.5,5,Medium
2471,7.6,0.25,0.34,1.3,0.055999999999999994,34.0,176.0,0.99434,3.1,0.51,9.5,5,Medium
2472,5.6,0.35,0.4,6.3,0.022000000000000002,23.0,174.0,0.9922,3.54,0.5,11.6,7,Medium
2473,8.8,0.24,0.23,10.3,0.032,12.0,97.0,0.99571,3.13,0.4,10.7,6,Medium
2474,6.0,0.29,0.21,15.55,0.043,20.0,142.0,0.9965799999999999,3.11,0.54,10.1,6,Medium
2475,6.1,0.27,0.31,1.5,0.035,17.0,83.0,0.9907600000000001,3.32,0.44,11.1,7,Medium
2476,7.4,0.56,0.09,1.5,0.071,19.0,117.0,0.9949600000000001,3.22,0.53,9.8,5,Medium
2477,6.8,0.29,0.49,1.4,0.142,52.0,148.0,0.9937,3.08,0.49,9.0,6,Medium
2479,6.3,0.27,0.37,7.9,0.047,58.0,215.0,0.9954200000000001,3.19,0.48,9.5,6,Medium
2480,6.6,0.24,0.3,13.0,0.052000000000000005,18.0,143.0,0.99825,3.37,0.49,9.4,6,Medium
2481,6.8,0.32,0.3,1.0,0.049,22.0,113.0,0.9928899999999999,3.24,0.61,10.2,5,Medium
2482,6.4,0.37,0.37,4.85,0.040999999999999995,39.5,216.5,0.9943200000000001,3.1,0.5,9.8,6,Medium
2483,6.2,0.26,0.37,7.1,0.047,54.0,201.0,0.99523,3.19,0.48,9.5,6,Medium
2485,6.4,0.3,0.16,7.5,0.05,55.0,191.0,0.9959,3.17,0.49,9.0,5,Medium
2486,8.0,0.28,0.32,7.6,0.045,61.0,204.0,0.9954299999999999,3.1,0.55,10.1,6,Medium
2487,6.7,0.24,0.32,10.3,0.079,37.0,122.0,0.9966200000000001,3.02,0.45,8.8,5,Medium
2488,7.9,0.27,0.27,1.7,0.034,25.0,122.0,0.9908799999999999,2.97,0.51,11.9,6,Medium
2490,6.1,0.28,0.24,19.95,0.07400000000000001,32.0,174.0,0.9992200000000001,3.19,0.44,9.3,6,Medium
2491,7.7,0.39,0.49,7.7,0.036000000000000004,11.0,110.0,0.9966,3.33,0.76,10.0,6,Medium
2492,6.0,0.2,0.24,5.3,0.075,49.0,201.0,0.99466,3.21,0.43,9.5,5,Medium
2494,7.6,0.31,0.23,12.7,0.054000000000000006,20.0,139.0,0.99836,3.16,0.5,9.7,4,Low
2496,6.3,0.18,0.22,1.5,0.043,45.0,155.0,0.9923799999999999,3.19,0.48,10.2,5,Medium
2497,8.6,0.23,0.25,11.3,0.031,13.0,96.0,0.99645,3.11,0.4,10.8,5,Medium
2498,6.8,0.21,0.36,18.1,0.046,32.0,133.0,1.0,3.27,0.48,8.8,5,Medium
2500,6.9,0.26,0.31,7.0,0.039,37.0,175.0,0.9937600000000001,3.32,0.49,11.4,6,Medium
2502,6.4,0.31,0.4,6.4,0.039,39.0,191.0,0.99513,3.14,0.52,9.8,5,Medium
2503,8.6,0.34,0.36,1.4,0.045,11.0,119.0,0.99556,3.17,0.47,9.4,4,Low
2505,8.5,0.3,0.28,3.1,0.054000000000000006,54.0,174.0,0.9954299999999999,3.21,0.43,9.4,6,Medium
2506,7.4,0.4,0.41,14.1,0.053,37.0,194.0,0.9988600000000001,3.2,0.63,9.4,6,Medium
2507,6.6,0.32,0.34,7.7,0.044000000000000004,63.0,212.0,0.99526,3.22,0.48,9.7,6,Medium
2508,7.1,0.34,0.31,5.2,0.032,36.0,140.0,0.99166,3.35,0.47,12.3,7,Medium
2509,6.6,0.26,0.25,11.6,0.045,45.0,178.0,0.9969100000000001,3.33,0.43,9.8,6,Medium
2510,8.0,0.27,0.57,10.4,0.053,18.0,134.0,0.9973200000000001,3.12,0.68,9.0,5,Medium
2511,6.2,0.28,0.45,7.5,0.045,46.0,203.0,0.9957299999999999,3.26,0.46,9.2,6,Medium
2512,6.2,0.3,0.49,11.2,0.057999999999999996,68.0,215.0,0.99656,3.19,0.6,9.4,6,Medium
2513,5.6,0.175,0.29,0.8,0.043,20.0,67.0,0.9911200000000001,3.28,0.48,9.9,6,Medium
2514,6.9,0.34,0.36,1.4,0.032,13.0,145.0,0.9921399999999999,3.07,0.52,9.8,5,Medium
2515,6.9,0.34,0.3,4.7,0.028999999999999998,34.0,148.0,0.99165,3.36,0.49,12.3,7,Medium
2516,7.1,0.12,0.3,3.1,0.018000000000000002,15.0,37.0,0.9900399999999999,3.02,0.52,11.9,7,Medium
2517,7.1,0.32,0.29,4.0,0.038,33.0,170.0,0.9946299999999999,3.27,0.64,10.2,6,Medium
2518,7.3,0.51,0.29,11.3,0.034,61.0,224.0,0.9968299999999999,3.14,0.56,9.5,6,Medium
2520,6.3,0.24,0.55,8.1,0.04,67.0,216.0,0.9959600000000001,3.24,0.5,9.2,5,Medium
2521,7.5,0.41,0.23,14.8,0.054000000000000006,28.0,174.0,0.99898,3.18,0.49,9.7,5,Medium
2522,6.5,0.18,0.33,1.4,0.028999999999999998,35.0,138.0,0.9911399999999999,3.36,0.6,11.5,7,Medium
2523,7.3,0.17,0.24,8.1,0.121,32.0,162.0,0.99508,3.17,0.38,10.4,8,High
2524,8.2,0.2,0.38,3.5,0.053,41.0,174.0,0.99306,3.22,0.41,11.6,5,Medium
2528,7.3,0.16,0.35,1.5,0.036000000000000004,29.0,108.0,0.9934200000000001,3.27,0.51,10.2,6,Medium
2529,6.4,0.16,0.37,1.5,0.037000000000000005,27.0,109.0,0.99345,3.38,0.5,9.8,6,Medium
2530,6.6,0.42,0.13,12.8,0.044000000000000004,26.0,158.0,0.99772,3.24,0.47,9.0,5,Medium
2531,5.8,0.3,0.12,1.6,0.036000000000000004,57.0,163.0,0.99239,3.38,0.59,10.5,6,Medium
2532,6.7,0.54,0.27,7.1,0.049,8.0,178.0,0.9950200000000001,3.16,0.38,9.4,4,Low
2534,6.4,0.22,0.3,11.2,0.046,53.0,149.0,0.99479,3.21,0.34,10.8,5,Medium
2535,6.8,0.23,0.3,1.7,0.043,19.0,95.0,0.9920700000000001,3.17,0.46,10.7,7,Medium
2536,9.0,0.26,0.34,6.7,0.028999999999999998,21.0,162.0,0.99497,3.08,0.5,10.6,6,Medium
2537,6.5,0.23,0.25,17.3,0.046,15.0,110.0,0.99828,3.15,0.42,9.2,6,Medium
2538,5.9,0.28,0.14,8.6,0.032,30.0,142.0,0.9954200000000001,3.28,0.44,9.5,6,Medium
2540,6.2,0.27,0.18,1.5,0.027999999999999997,20.0,111.0,0.9922799999999999,3.41,0.5,10.0,5,Medium
2541,9.0,0.29,0.34,12.1,0.03,34.0,177.0,0.9970600000000001,3.13,0.47,10.6,5,Medium
2543,8.9,0.27,0.34,10.7,0.028999999999999998,19.5,166.0,0.99669,3.13,0.48,10.6,5,Medium
2545,6.9,0.32,0.3,1.8,0.036000000000000004,28.0,117.0,0.99269,3.24,0.48,11.0,6,Medium
2546,7.2,0.22,0.24,1.4,0.040999999999999995,17.0,159.0,0.9919600000000001,3.25,0.53,11.2,6,Medium
2547,6.7,0.5,0.38,7.5,0.046,26.0,175.0,0.9966200000000001,3.32,0.54,9.6,5,Medium
2548,6.2,0.33,0.14,4.8,0.052000000000000005,27.0,128.0,0.99475,3.21,0.48,9.4,5,Medium
2549,6.3,0.26,0.42,7.1,0.045,62.0,209.0,0.99544,3.2,0.53,9.5,6,Medium
2550,7.5,0.2,0.47,16.9,0.052000000000000005,51.0,188.0,0.99944,3.09,0.62,9.3,5,Medium
2553,6.6,0.36,0.52,11.3,0.046,8.0,110.0,0.9966,3.07,0.46,9.4,5,Medium
2554,6.3,0.13,0.42,1.1,0.043,63.0,146.0,0.99066,3.13,0.72,11.2,7,Medium
2555,6.4,0.15,0.44,1.2,0.043,67.0,150.0,0.9907,3.14,0.73,11.2,7,Medium
2557,7.6,0.23,0.64,12.9,0.033,54.0,170.0,0.998,3.0,0.53,8.8,5,Medium
2560,5.7,0.255,0.65,1.2,0.079,17.0,137.0,0.9930700000000001,3.2,0.42,9.4,5,Medium
2561,6.9,0.32,0.26,2.3,0.03,11.0,103.0,0.99106,3.06,0.42,11.1,6,Medium
2562,6.9,0.28,0.22,10.0,0.052000000000000005,36.0,131.0,0.9969600000000001,3.08,0.46,9.6,5,Medium
2565,6.6,0.41,0.16,1.4,0.037000000000000005,28.0,160.0,0.99167,2.95,0.45,10.6,6,Medium
2566,7.3,0.37,0.16,14.9,0.048,59.0,240.0,0.99902,3.13,0.45,8.9,5,Medium
2567,6.9,0.21,0.24,1.8,0.021,17.0,80.0,0.98992,3.15,0.46,12.3,7,Medium
2568,6.6,0.24,0.28,1.8,0.027999999999999997,39.0,132.0,0.99182,3.34,0.46,11.4,5,Medium
2569,6.8,0.28,0.36,7.0,0.043,60.0,207.0,0.99556,3.16,0.49,9.6,6,Medium
2570,6.6,0.24,0.24,8.6,0.034,25.0,135.0,0.99582,3.33,0.59,10.3,6,Medium
2572,7.0,0.16,0.32,1.1,0.032,29.0,80.0,0.98972,3.23,0.36,12.1,6,Medium
2573,7.0,0.14,0.28,1.3,0.026000000000000002,10.0,56.0,0.9935200000000001,3.46,0.45,9.9,5,Medium
2574,6.3,0.34,0.36,4.9,0.035,31.0,185.0,0.9946,3.15,0.49,9.7,5,Medium
2575,6.8,0.26,0.24,1.9,0.043,70.0,154.0,0.9927299999999999,3.18,0.52,10.5,5,Medium
2576,6.7,0.17,0.42,10.4,0.038,85.0,182.0,0.9962799999999999,3.04,0.44,8.9,6,Medium
2577,6.5,0.27,0.4,10.0,0.039,74.0,227.0,0.99582,3.18,0.5,9.4,5,Medium
2578,6.7,0.25,0.36,8.6,0.037000000000000005,63.0,206.0,0.9955299999999999,3.18,0.5,9.6,5,Medium
2579,5.8,0.3,0.27,1.7,0.013999999999999999,45.0,104.0,0.9891399999999999,3.4,0.56,12.6,7,Medium
2580,6.4,0.28,0.56,1.7,0.156,49.0,106.0,0.99354,3.1,0.37,9.2,6,Medium
2581,7.7,0.3,0.26,18.95,0.053,36.0,174.0,0.99976,3.2,0.5,10.4,5,Medium
2582,6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,7,Medium
2588,5.1,0.14,0.25,0.7,0.039,15.0,89.0,0.9919,3.22,0.43,9.2,6,Medium
2590,7.2,0.615,0.1,1.4,0.068,25.0,154.0,0.9949899999999999,3.2,0.48,9.7,4,Low
2591,6.9,0.13,0.28,13.3,0.05,47.0,132.0,0.99655,3.34,0.42,10.1,6,Medium
2592,6.7,0.34,0.3,8.5,0.059000000000000004,24.0,152.0,0.99615,3.46,0.64,11.0,7,Medium
2593,7.3,0.32,0.29,1.5,0.038,32.0,144.0,0.9929600000000001,3.2,0.55,10.8,5,Medium
2594,6.3,0.21,0.29,11.7,0.048,49.0,147.0,0.99482,3.22,0.38,10.8,5,Medium
2595,5.4,0.5,0.13,5.0,0.027999999999999997,12.0,107.0,0.99079,3.48,0.88,13.5,7,Medium
2596,8.2,0.52,0.34,1.2,0.042,18.0,167.0,0.99366,3.24,0.39,10.6,5,Medium
2597,7.8,0.28,0.31,2.1,0.046,28.0,208.0,0.99434,3.23,0.64,9.8,5,Medium
2598,6.4,0.22,0.34,1.4,0.023,56.0,115.0,0.9895799999999999,3.18,0.7,11.7,6,Medium
2600,6.9,0.32,0.27,16.0,0.034,58.0,185.0,0.9993799999999999,3.34,0.6,9.0,6,Medium
2601,6.8,0.11,0.42,1.1,0.042,51.0,132.0,0.99059,3.18,0.74,11.3,7,Medium
2602,6.2,0.26,0.32,15.3,0.031,64.0,185.0,0.99835,3.31,0.61,9.4,5,Medium
2604,6.7,0.3,0.29,2.8,0.025,37.0,107.0,0.99159,3.31,0.63,11.3,7,Medium
2606,7.1,0.2,0.3,0.9,0.019,4.0,28.0,0.98931,3.2,0.36,12.0,6,Medium
2607,7.2,0.2,0.36,2.5,0.027999999999999997,22.0,157.0,0.9938,3.48,0.49,10.6,6,Medium
2608,8.9,0.26,0.33,8.1,0.024,47.0,202.0,0.9955799999999999,3.13,0.46,10.8,6,Medium
2609,7.5,0.25,0.32,8.2,0.024,53.0,209.0,0.9956299999999999,3.12,0.46,10.8,6,Medium
2611,6.3,0.27,0.46,11.1,0.053,44.0,177.0,0.9969100000000001,3.18,0.67,9.4,5,Medium
2612,6.5,0.3,0.39,7.8,0.038,61.0,219.0,0.9959,3.19,0.5,9.4,5,Medium
2614,6.6,0.36,0.52,10.1,0.05,29.0,140.0,0.9962799999999999,3.07,0.4,9.4,5,Medium
2615,6.15,0.21,0.37,3.2,0.021,20.0,80.0,0.9907600000000001,3.39,0.47,12.0,5,Medium
2616,6.5,0.18,0.41,14.2,0.039,47.0,129.0,0.9967799999999999,3.28,0.72,10.3,7,Medium
2619,6.6,0.26,0.21,2.9,0.026000000000000002,48.0,126.0,0.9908899999999999,3.22,0.38,11.3,7,Medium
2620,6.6,0.35,0.35,6.0,0.063,31.0,150.0,0.9953700000000001,3.1,0.47,9.4,6,Medium
2621,6.5,0.28,0.28,20.4,0.040999999999999995,40.0,144.0,1.0002,3.14,0.38,8.7,5,Medium
2626,4.5,0.19,0.21,0.95,0.033,89.0,159.0,0.9933200000000001,3.34,0.42,8.0,5,Medium
2627,8.0,0.24,0.26,1.7,0.033,36.0,136.0,0.99316,3.44,0.51,10.4,7,Medium
2628,7.8,0.17,0.23,1.7,0.028999999999999998,39.0,128.0,0.99272,3.37,0.41,10.7,7,Medium
2629,7.0,0.24,0.24,9.0,0.03,42.0,219.0,0.99636,3.47,0.46,10.2,6,Medium
2630,5.8,0.6,0.0,1.3,0.044000000000000004,72.0,197.0,0.9920200000000001,3.56,0.43,10.9,5,Medium
2631,5.9,0.445,0.26,1.4,0.027000000000000003,23.0,109.0,0.9914799999999999,3.3,0.36,10.5,6,Medium
2632,6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,7,Medium
2633,6.8,0.44,0.2,16.0,0.065,61.0,186.0,0.99884,3.13,0.45,8.6,5,Medium
2634,7.2,0.24,0.27,11.4,0.034,40.0,174.0,0.9977299999999999,3.2,0.44,9.0,5,Medium
2635,8.7,0.31,0.73,14.35,0.044000000000000004,27.0,191.0,1.00013,2.96,0.88,8.7,5,Medium
2636,8.2,0.32,0.26,2.1,0.062,26.0,87.0,0.98974,3.1,0.47,12.8,6,Medium
2639,7.5,0.13,0.38,1.1,0.023,42.0,104.0,0.9911200000000001,3.28,0.53,11.8,6,Medium
2640,9.2,0.14,0.37,1.1,0.034,36.0,84.0,0.99136,3.05,0.55,11.6,6,Medium
2641,7.4,0.2,0.37,1.2,0.027999999999999997,28.0,89.0,0.9913200000000001,3.14,0.61,11.8,6,Medium
2642,6.1,0.15,0.35,15.8,0.042,55.0,158.0,0.9964200000000001,3.24,0.37,10.6,5,Medium
2643,7.6,0.23,0.4,5.2,0.066,14.0,91.0,0.9948799999999999,3.17,0.8,9.7,5,Medium
2644,8.1,0.33,0.22,5.2,0.047,24.0,151.0,0.9952700000000001,3.22,0.47,10.3,5,Medium
2645,7.15,0.17,0.24,9.6,0.11900000000000001,56.0,178.0,0.9957799999999999,3.15,0.44,10.2,6,Medium
2646,6.7,0.12,0.3,5.2,0.048,38.0,113.0,0.9935200000000001,3.33,0.44,10.1,7,Medium
2647,5.7,0.18,0.36,1.2,0.046,9.0,71.0,0.9919899999999999,3.7,0.68,10.9,7,Medium
2648,5.8,0.15,0.28,0.8,0.037000000000000005,43.0,127.0,0.99198,3.24,0.51,9.3,5,Medium
2649,6.6,0.23,0.29,14.45,0.057,29.0,144.0,0.99756,3.33,0.54,10.2,6,Medium
2651,7.0,0.34,0.39,6.9,0.066,43.0,162.0,0.99561,3.11,0.53,9.5,5,Medium
2652,6.4,0.68,0.26,3.4,0.069,25.0,146.0,0.9934700000000001,3.18,0.4,9.3,5,Medium
2653,7.3,0.22,0.31,2.3,0.018000000000000002,45.0,80.0,0.98936,3.06,0.34,12.9,7,Medium
2654,6.4,0.28,0.27,11.0,0.042,45.0,148.0,0.9978600000000001,3.14,0.46,8.7,5,Medium
2655,6.9,0.4,0.22,5.95,0.081,76.0,303.0,0.99705,3.4,0.57,9.4,5,Medium
2656,6.8,0.19,0.23,5.1,0.034,71.0,204.0,0.9942,3.23,0.69,10.1,5,Medium
2657,7.1,0.23,0.24,5.4,0.039,60.0,196.0,0.9948,3.19,0.78,10.0,4,Low
2658,6.45,0.14,0.42,1.2,0.05,51.0,129.0,0.99116,3.27,0.69,11.1,7,Medium
2659,6.5,0.15,0.44,12.6,0.052000000000000005,65.0,158.0,0.9968799999999999,3.26,0.7,10.3,7,Medium
2660,7.1,0.15,0.34,1.0,0.033,27.0,73.0,0.98974,3.24,0.41,12.2,6,Medium
2661,6.7,0.33,0.34,6.6,0.067,35.0,156.0,0.9954200000000001,3.11,0.48,9.3,6,Medium
2662,7.2,0.3,0.26,1.5,0.040999999999999995,46.0,178.0,0.99154,3.19,0.56,11.3,6,Medium
2663,7.0,0.23,0.33,1.0,0.043,46.0,110.0,0.99118,3.04,0.65,10.8,6,Medium
2664,8.0,0.13,0.25,1.1,0.033,15.0,86.0,0.99044,2.98,0.39,11.2,8,High
2665,6.2,0.21,0.34,6.6,0.03,36.0,91.0,0.9914,3.32,0.45,12.5,7,Medium
2666,8.3,0.4,0.41,8.2,0.05,15.0,122.0,0.9979,3.39,0.49,9.3,5,Medium
2667,5.9,0.34,0.31,2.0,0.03,38.0,142.0,0.98892,3.4,0.41,12.9,7,Medium
2668,6.6,0.12,0.25,1.4,0.039,21.0,131.0,0.9911399999999999,3.2,0.45,11.2,7,Medium
2669,9.6,0.655,0.21,2.0,0.039,21.0,120.0,0.9918799999999999,3.0,1.0,12.6,6,Medium
2670,6.8,0.26,0.4,7.5,0.046,45.0,179.0,0.9958299999999999,3.2,0.49,9.3,5,Medium
2672,5.9,0.3,0.3,2.0,0.03,38.0,142.0,0.98892,3.41,0.41,12.9,7,Medium
2673,7.0,0.15,0.3,13.3,0.049,46.0,120.0,0.9970399999999999,3.2,0.36,9.5,7,Medium
2674,7.9,0.37,0.31,2.85,0.037000000000000005,5.0,24.0,0.9911,3.19,0.36,11.9,6,Medium
2675,7.2,0.35,0.25,5.6,0.032,23.0,120.0,0.99334,2.93,0.66,10.3,7,Medium
2676,7.2,0.32,0.24,5.6,0.033,23.0,120.0,0.99334,2.92,0.66,10.3,7,Medium
2677,7.6,0.1,0.33,1.0,0.031,33.0,93.0,0.9909399999999999,3.06,0.68,11.2,6,Medium
2678,6.2,0.25,0.31,3.2,0.03,32.0,150.0,0.9901399999999999,3.18,0.31,12.0,6,Medium
2679,7.1,0.31,0.17,1.0,0.042,21.0,144.0,0.9930399999999999,3.13,0.4,9.6,5,Medium
2680,7.6,0.18,0.28,7.1,0.040999999999999995,29.0,110.0,0.9965200000000001,3.2,0.42,9.2,6,Medium
2681,8.0,0.17,0.29,2.4,0.028999999999999998,52.0,119.0,0.98944,3.03,0.33,12.9,6,Medium
2682,7.2,0.19,0.27,11.2,0.061,46.0,149.0,0.99772,2.99,0.59,9.3,6,Medium
2683,7.6,0.32,0.25,9.5,0.03,15.0,136.0,0.99367,3.1,0.44,12.1,6,Medium
2685,6.6,0.21,0.29,1.8,0.026000000000000002,35.0,128.0,0.9918299999999999,3.37,0.48,11.2,6,Medium
2686,7.0,0.16,0.36,2.6,0.028999999999999998,28.0,98.0,0.99126,3.11,0.37,11.2,7,Medium
2688,6.6,0.24,0.38,8.0,0.042,56.0,187.0,0.99577,3.21,0.46,9.2,5,Medium
2691,6.9,0.3,0.25,3.3,0.040999999999999995,26.0,124.0,0.9942799999999999,3.18,0.5,9.3,6,Medium
2692,6.2,0.28,0.27,10.3,0.03,26.0,108.0,0.9938799999999999,3.2,0.36,10.7,6,Medium
2693,6.9,0.31,0.32,1.2,0.024,20.0,166.0,0.99208,3.05,0.54,9.8,6,Medium
2694,6.7,0.23,0.25,1.6,0.036000000000000004,28.0,143.0,0.99256,3.3,0.54,10.3,6,Medium
2696,5.7,0.23,0.28,9.65,0.025,26.0,121.0,0.9925,3.28,0.38,11.3,6,Medium
2697,6.5,0.22,0.5,16.4,0.048,36.0,182.0,0.9990399999999999,3.02,0.49,8.8,6,Medium
2698,7.0,0.18,0.37,1.5,0.043,16.0,104.0,0.99216,3.18,0.5,10.8,5,Medium
2701,6.5,0.46,0.31,5.0,0.027000000000000003,15.0,72.0,0.99165,3.26,0.6,11.5,7,Medium
2702,6.5,0.23,0.36,16.3,0.038,43.0,133.0,0.99924,3.26,0.41,8.8,5,Medium
2705,6.6,0.26,0.38,6.5,0.17,68.0,201.0,0.9956,3.19,0.38,9.4,6,Medium
2706,6.7,0.26,0.39,6.4,0.171,64.0,200.0,0.9956200000000001,3.19,0.38,9.4,6,Medium
2707,7.5,0.28,0.39,10.2,0.045,59.0,209.0,0.9972,3.16,0.63,9.6,6,Medium
2709,6.8,0.23,0.42,7.4,0.044000000000000004,56.0,189.0,0.9958,3.22,0.48,9.3,6,Medium
2710,7.8,0.25,0.34,13.7,0.044000000000000004,66.0,184.0,0.99976,3.22,0.75,8.9,5,Medium
2712,5.6,0.2,0.22,1.3,0.049,25.0,155.0,0.9929600000000001,3.74,0.43,10.0,5,Medium
2713,6.4,0.21,0.44,7.4,0.045,47.0,182.0,0.9957,3.24,0.46,9.1,5,Medium
2715,6.8,0.24,0.37,7.45,0.043,59.0,188.0,0.99579,3.2,0.5,9.4,6,Medium
2716,7.8,0.25,0.28,7.2,0.04,46.0,179.0,0.99541,3.14,0.6,10.1,6,Medium
2718,6.8,0.16,0.29,10.4,0.046,59.0,143.0,0.99518,3.2,0.4,10.8,6,Medium
2719,5.2,0.28,0.29,1.1,0.027999999999999997,18.0,69.0,0.9916799999999999,3.24,0.54,10.0,6,Medium
2720,7.5,0.18,0.31,6.5,0.028999999999999998,53.0,160.0,0.9927600000000001,3.03,0.38,10.9,6,Medium
2721,7.5,0.26,0.3,4.6,0.027000000000000003,29.0,92.0,0.99085,3.15,0.38,12.0,7,Medium
2722,8.2,0.37,0.64,13.9,0.043,22.0,171.0,0.9987299999999999,2.99,0.8,9.3,5,Medium
2723,7.6,0.4,0.27,5.2,0.03,32.0,101.0,0.99172,3.22,0.62,12.3,7,Medium
2724,7.5,0.26,0.25,1.7,0.038,29.0,129.0,0.9931200000000001,3.45,0.56,10.4,6,Medium
2726,6.9,0.23,0.32,16.4,0.045,62.0,153.0,0.9972,3.22,0.42,10.5,5,Medium
2727,5.3,0.2,0.31,3.6,0.036000000000000004,22.0,91.0,0.9927799999999999,3.41,0.5,9.8,6,Medium
2728,6.5,0.17,0.31,1.5,0.040999999999999995,34.0,121.0,0.99092,3.06,0.46,10.5,6,Medium
2729,6.5,0.35,0.28,12.4,0.051,86.0,213.0,0.9962,3.16,0.51,9.9,6,Medium
2730,6.5,0.29,0.31,1.7,0.035,24.0,79.0,0.9905299999999999,3.27,0.69,11.4,7,Medium
2731,6.8,0.3,0.22,6.2,0.06,41.0,190.0,0.9985799999999999,3.18,0.51,9.2,5,Medium
2732,7.9,0.51,0.36,6.2,0.051,30.0,173.0,0.9984,3.09,0.53,9.7,5,Medium
